ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;PERCENTUAL_VOTOS
58022;2012;10;42234;22;2684;2390;16056;3725;8319;4262;1147;554;0.0;2;6;78348;3.45
58078;2012;10;44458;13;3606;11399;57130;24188;37932;12717;7082;3922;0.0;2;6;316196;6.47
58166;2012;10;50334;45;354;646;7384;834;1872;945;338;186;0.0;2;6;25134;1.6
58325;2012;10;42099;40;942;876;5851;1220;2999;3336;483;256;0.0;2;8;31942;13.03
58342;2012;10;42471;11;550;235;2704;305;1140;1027;100;53;0.0;2;4;12236;1.39
58346;2012;10;42471;13;550;235;2704;305;1140;1027;100;53;0.0;2;8;12236;6.12
58348;2012;10;42471;25;550;235;2704;305;1140;1027;100;53;0.0;2;6;12236;13.11
58385;2012;10;40398;45;847;809;5091;641;1989;1598;177;101;0.0;2;8;22518;24.51
58423;2012;10;41661;36;233;232;1409;287;538;1012;58;38;0.0;2;6;7632;18.23
58445;2012;10;42838;13;762;1168;5499;1724;3238;3241;350;208;0.0;4;8;32390;7.28
58456;2012;10;42838;55;762;1168;5499;1724;3238;3241;350;208;0.0;2;8;32390;11.66
58571;2012;10;41130;28;376;247;2352;459;819;1196;70;44;0.0;4;6;11134;1.94
58606;2012;10;41270;15;309;422;2990;789;1269;1624;225;100;0.0;2;6;15464;24.06
58616;2012;10;41270;45;309;422;2990;789;1269;1624;225;100;0.0;2;8;15464;18.79
58632;2012;10;42277;11;258;450;2189;648;936;615;140;98;0.0;2;6;10670;29.99
58635;2012;10;42277;45;258;450;2189;648;936;615;140;98;0.0;4;3;10670;12.98
58647;2012;10;42412;45;468;234;1703;267;646;839;47;39;0.0;2;4;8504;22.58
58679;2012;10;42412;11;468;234;1703;267;646;839;47;39;0.0;2;6;8504;19.09
58703;2012;10;44458;45;3606;11399;57130;24188;37932;12717;7082;3922;0.0;2;8;316196;13.77
58750;2012;10;50334;13;354;646;7384;834;1872;945;338;186;0.0;2;8;25134;23.5
58756;2012;10;50334;15;354;646;7384;834;1872;945;338;186;0.0;2;6;25134;17.64
58764;2012;10;50350;40;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;8;221232;1.91
58785;2012;10;50350;55;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;8;221232;8.83
58798;2012;10;50350;50;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;4;221232;0.75
58845;2012;10;42005;14;1116;331;1896;233;781;1424;47;31;0.0;2;3;11730;22.05
58865;2012;10;42005;45;1116;331;1896;233;781;1424;47;31;0.0;2;3;11730;16.68
58953;2012;10;42471;45;550;235;2704;305;1140;1027;100;53;0.0;2;8;12236;18.81
59009;2012;10;41661;45;233;232;1409;287;538;1012;58;38;0.0;2;5;7632;25.86
59074;2012;10;41076;28;930;1482;8374;2590;5129;2734;392;257;0.0;2;6;43824;1.16
59161;2012;10;41319;25;789;164;943;268;529;914;45;19;0.0;2;8;7362;24.48
59164;2012;10;41319;13;789;164;943;268;529;914;45;19;0.0;2;6;7362;14.49
59209;2012;10;41351;22;255;157;1235;222;633;1049;39;24;0.0;2;8;7238;22.51
59251;2012;10;42510;25;965;480;4766;921;2431;1260;267;204;0.0;4;8;22596;21.74
59254;2012;10;42510;11;965;480;4766;921;2431;1260;267;204;0.0;2;6;22596;4.16
59278;2012;10;42510;15;965;480;4766;921;2431;1260;267;204;0.0;2;6;22596;17.15
59331;2012;10;44458;15;3606;11399;57130;24188;37932;12717;7082;3922;0.0;2;8;316196;11.14
59426;2012;10;44253;15;191;222;2242;334;785;479;78;40;0.0;2;6;8756;11.9
59445;2012;10;44253;40;191;222;2242;334;785;479;78;40;0.0;2;6;8756;16.35
59454;2012;10;44253;11;191;222;2242;334;785;479;78;40;0.0;2;6;8756;14.81
59551;2012;10;42897;45;550;542;5648;917;2552;1870;175;128;0.0;4;8;24768;11.9
59553;2012;10;42897;55;550;542;5648;917;2552;1870;175;128;0.0;2;6;24768;30.2
59576;2012;10;40088;15;366;340;2386;529;1692;1796;242;118;0.0;2;8;14942;16.37
59621;2012;10;41076;15;930;1482;8374;2590;5129;2734;392;257;0.0;2;4;43824;13.59
59642;2012;10;41076;45;930;1482;8374;2590;5129;2734;392;257;0.0;2;6;43824;19.43
59718;2012;10;41351;40;255;157;1235;222;633;1049;39;24;0.0;2;4;7238;20.32
59907;2012;10;50350;13;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;8;221232;16.2
59957;2012;10;50350;33;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;6;221232;0.08
59964;2012;10;44318;45;2541;1695;10679;4303;7884;5892;1535;768;0.0;2;8;106087;0.0
60023;2012;10;44318;13;2541;1695;10679;4303;7884;5892;1535;768;0.0;2;4;106087;3.57
60088;2012;10;40088;13;366;340;2386;529;1692;1796;242;118;0.0;2;6;14942;11.66
60098;2012;10;40088;40;366;340;2386;529;1692;1796;242;118;0.0;2;6;14942;16.29
60132;2012;10;41700;25;604;127;1470;178;703;1225;39;19;0.0;4;8;8748;16.37
60133;2012;10;41700;23;604;127;1470;178;703;1225;39;19;0.0;4;8;8748;22.1
60149;2012;10;41076;65;930;1482;8374;2590;5129;2734;392;257;0.0;2;8;43824;3.82
60177;2012;10;41076;23;930;1482;8374;2590;5129;2734;392;257;0.0;2;6;43824;0.96
60191;2012;10;41726;65;617;127;1027;187;598;917;47;32;0.0;2;6;7108;3.38
60198;2012;10;41726;14;617;127;1027;187;598;917;47;32;0.0;2;7;7108;18.68
60203;2012;10;41726;22;617;127;1027;187;598;917;47;32;0.0;2;4;7108;19.22
60281;2012;10;41459;13;3762;1424;11404;3687;9011;4085;645;387;0.0;2;8;68862;4.62
60288;2012;10;41459;40;3762;1424;11404;3687;9011;4085;645;387;0.0;2;8;68862;14.5
60325;2012;10;41459;45;3762;1424;11404;3687;9011;4085;645;387;0.0;2;8;68862;17.92
60339;2012;10;42617;13;86;97;1300;192;588;685;36;15;0.0;2;3;6002;23.63
60346;2012;10;42617;23;86;97;1300;192;588;685;36;15;0.0;2;8;6002;20.63
60364;2012;10;40738;22;856;157;3167;176;725;1176;50;36;0.0;2;8;13150;12.22
60379;2012;10;40738;23;856;157;3167;176;725;1176;50;36;0.0;2;4;13150;27.27
60535;2012;10;44318;36;2541;1695;10679;4303;7884;5892;1535;768;0.0;2;4;106087;4.3
60536;2012;10;44318;45;2541;1695;10679;4303;7884;5892;1535;768;0.0;2;8;106087;13.86
60684;2012;10;40959;11;281;235;1637;371;895;885;58;27;0.0;2;6;8780;9.97
60697;2012;10;40959;40;281;235;1637;371;895;885;58;27;0.0;2;6;8780;28.21
60906;2012;10;40991;13;325;415;1592;946;1316;1834;169;88;0.0;2;8;13414;16.28
60920;2012;10;40991;23;325;415;1592;946;1316;1834;169;88;0.0;2;6;13414;0.84
60934;2012;10;40991;15;325;415;1592;946;1316;1834;169;88;0.0;2;6;13414;13.99
61008;2012;10;44458;43;3606;11399;57130;24188;37932;12717;7082;3922;0.0;4;8;316196;5.22
61090;2012;10;44318;15;2541;1695;10679;4303;7884;5892;1535;768;0.0;2;8;106087;10.96
61122;2012;10;44555;13;94;168;802;213;556;722;56;30;0.0;2;6;5296;29.17
61131;2012;10;44555;45;94;168;802;213;556;722;56;30;0.0;2;8;5296;15.75
61156;2012;10;47333;15;8371;33804;127605;70910;82529;24594;24012;14519;0.0;2;8;386662;42.33
61220;2012;10;41190;15;211;408;3461;987;1323;561;141;81;0.0;2;6;14352;5.43
61399;2012;10;41556;25;924;746;3670;983;1726;3292;164;92;0.0;2;8;23214;21.71
61405;2012;10;41556;13;924;746;3670;983;1726;3292;164;92;0.0;2;8;23214;20.46
61467;2012;10;40991;25;325;415;1592;946;1316;1834;169;88;0.0;2;6;13414;11.06
61492;2012;10;41114;15;2818;6975;33056;13283;23290;8401;4349;2358;0.0;4;8;189468;13.36
61497;2012;10;41114;50;2818;6975;33056;13283;23290;8401;4349;2358;0.0;2;6;189468;3.81
61670;2012;10;44679;12;60;128;786;163;355;204;63;23;0.0;2;4;3564;24.61
61673;2012;10;44679;13;60;128;786;163;355;204;63;23;0.0;2;3;3564;20.31
61695;2012;10;44997;15;229;186;1568;326;778;511;33;22;0.0;4;8;7324;1.37
61703;2012;10;44997;20;229;186;1568;326;778;511;33;22;0.0;2;8;7324;20.66
61705;2012;10;44997;25;229;186;1568;326;778;511;33;22;0.0;2;6;7324;20.79
61779;2012;10;41190;25;211;408;3461;987;1323;561;141;81;0.0;2;6;14352;22.05
61783;2012;10;41190;40;211;408;3461;987;1323;561;141;81;0.0;2;3;14352;13.6
61825;2012;10;41530;25;244;271;1249;787;426;910;285;103;0.0;2;3;8550;22.22
61876;2012;10;41335;13;9533;20989;90147;37143;65212;25358;4388;3802;0.0;4;8;513366;12.4
61917;2012;10;41238;29;31402;148337;520919;384343;434560;99492;157554;82459;0.0;2;7;3720344;0.02
61962;2012;10;41653;13;489;1040;4848;1472;2102;2306;361;207;0.0;2;8;25712;26.17
61980;2012;10;41653;12;489;1040;4848;1472;2102;2306;361;207;0.0;2;8;25712;13.66
62015;2012;10;40150;13;205;177;1446;304;674;872;77;53;0.0;2;6;7636;17.22
62018;2012;10;40150;45;205;177;1446;304;674;872;77;53;0.0;2;4;7636;27.74
62149;2012;10;50350;23;1257;10892;37795;19406;22729;7743;6605;4053;0.0;2;8;221232;8.99
62328;2012;10;41530;20;244;271;1249;787;426;910;285;103;0.0;2;3;8550;22.34
62339;2012;10;40045;15;565;524;3901;846;2076;1990;143;101;0.0;2;3;20354;7.13
62366;2012;10;40045;20;565;524;3901;846;2076;1990;143;101;0.0;2;6;20354;10.09
62368;2012;10;40045;14;565;524;3901;846;2076;1990;143;101;0.0;2;8;20354;9.23
62378;2012;10;40045;55;565;524;3901;846;2076;1990;143;101;0.0;2;6;20354;14.53
62665;2012;10;44458;50;3606;11399;57130;24188;37932;12717;7082;3922;0.0;2;7;316196;1.38
62782;2012;10;43052;45;1136;3790;20735;7104;12031;4462;1711;1231;0.0;2;6;106160;18.32
62919;2012;10;40053;13;681;462;3094;711;1898;4088;160;90;0.0;2;8;22548;22.18
62922;2012;10;40053;10;681;462;3094;711;1898;4088;160;90;0.0;2;6;22548;17.79
62952;2012;10;40118;40;3024;417;3368;611;1659;2927;106;49;0.0;2;4;36260;11.45
62953;2012;10;40118;15;3024;417;3368;611;1659;2927;106;49;0.0;2;6;36260;9.74
63094;2012;10;40215;15;1392;990;6164;2165;3399;3519;496;311;0.0;2;8;36908;19.48
63098;2012;10;40215;25;1392;990;6164;2165;3399;3519;496;311;0.0;2;3;36908;20.4
63174;2012;10;41114;45;2818;6975;33056;13283;23290;8401;4349;2358;0.0;2;8;189468;16.48
63295;2012;10;41408;40;484;131;1536;208;563;781;51;28;0.0;2;6;7572;20.76
63300;2012;10;41408;11;484;131;1536;208;563;781;51;28;0.0;2;6;7572;22.39
63477;2012;10;40118;15;3024;417;3368;611;1659;2927;106;49;0.0;2;4;36260;11.37
63482;2012;10;40118;23;3024;417;3368;611;1659;2927;106;49;0.0;2;8;36260;11.67
63495;2012;10;40118;36;3024;417;3368;611;1659;2927;106;49;0.0;2;4;36260;0.0
63666;2012;10;40274;11;151;170;1023;169;378;676;43;30;0.0;2;6;5280;20.0
63676;2012;10;40274;14;151;170;1023;169;378;676;43;30;0.0;2;4;5280;22.75
63719;2012;10;41173;11;525;1258;6464;1813;3601;2293;309;225;0.0;4;8;33020;20.27
63751;2012;10;41173;45;525;1258;6464;1813;3601;2293;309;225;0.0;2;8;33020;19.45
63774;2012;10;41173;13;525;1258;6464;1813;3601;2293;309;225;0.0;4;8;33020;1.55
63844;2012;10;48658;16;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;5;493422;0.28
63853;2012;10;48658;50;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;3;493422;0.17
63938;2012;10;43052;65;1136;3790;20735;7104;12031;4462;1711;1231;0.0;2;6;106160;20.02
63954;2012;10;43370;25;175;204;1077;219;437;344;70;34;0.0;2;3;5128;18.19
64050;2012;10;40576;15;657;626;3677;952;1771;1347;173;120;0.0;2;3;18668;20.32
64082;2012;10;40576;12;657;626;3677;952;1771;1347;173;120;0.0;4;4;18668;19.73
64244;2012;10;40550;13;363;634;4605;941;1812;963;260;99;0.0;2;6;19370;6.28
64247;2012;10;40550;45;363;634;4605;941;1812;963;260;99;0.0;2;8;19370;17.51
64256;2012;10;40550;43;363;634;4605;941;1812;963;260;99;0.0;2;3;19370;15.11
64274;2012;10;40614;45;69;131;656;211;287;278;73;34;0.0;2;3;3478;21.74
64336;2012;10;41297;45;1312;352;2961;403;2048;2596;72;50;0.0;2;8;19670;17.22
64378;2012;10;44652;45;235;302;2095;318;927;653;73;31;0.0;2;3;9736;21.07
64413;2012;10;48658;23;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;493422;9.3
64469;2012;10;43370;40;175;204;1077;219;437;344;70;34;0.0;2;4;5128;25.66
64502;2012;10;43559;15;381;426;3684;841;1630;1156;183;116;0.0;2;6;16856;22.59
64750;2012;10;40614;25;69;131;656;211;287;278;73;34;0.0;2;6;3478;24.55
64753;2012;10;40657;25;122;127;893;196;399;444;52;25;0.0;2;4;4524;12.6
64763;2012;10;40657;15;122;127;893;196;399;444;52;25;0.0;4;8;4524;14.26
64777;2012;10;40657;45;122;127;893;196;399;444;52;25;0.0;2;6;4524;18.5
64832;2012;10;41297;11;1312;352;2961;403;2048;2596;72;50;0.0;2;8;19670;16.4
64867;2012;10;44652;15;235;302;2095;318;927;653;73;31;0.0;2;3;9736;21.75
64877;2012;10;44733;45;618;457;2551;650;1366;1767;116;77;0.0;2;8;15236;15.43
64899;2012;10;44733;15;618;457;2551;650;1366;1767;116;77;0.0;2;6;15236;25.92
64971;2012;10;43559;25;381;426;3684;841;1630;1156;183;116;0.0;2;8;16856;20.6
65015;2012;10;43630;43;161;305;2197;779;645;292;373;226;0.0;4;8;9956;24.84
65019;2012;10;43630;45;161;305;2197;779;645;292;373;226;0.0;4;8;9956;19.68
65224;2012;10;41599;40;1292;883;4804;1436;3209;2821;358;132;0.0;2;4;29988;2.43
65271;2012;10;41599;25;1292;883;4804;1436;3209;2821;358;132;0.0;2;6;29988;17.46
65273;2012;10;41599;13;1292;883;4804;1436;3209;2821;358;132;0.0;4;8;29988;17.5
65302;2012;10;44814;55;2377;2364;15577;4484;7594;5443;952;476;0.0;2;8;78582;12.73
65365;2012;10;48658;25;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;493422;8.56
65445;2012;10;44016;22;251;148;1178;319;874;992;72;42;0.0;2;3;7760;15.31
65462;2012;10;44016;43;251;148;1178;319;874;992;72;42;0.0;2;6;7760;14.82
65519;2012;10;45330;15;2289;1248;5924;1487;3121;3532;307;156;0.0;2;6;36258;12.2
65684;2012;10;41610;23;266;395;3192;541;762;972;116;76;0.0;2;8;12682;9.43
65705;2012;10;41610;14;266;395;3192;541;762;972;116;76;0.0;2;8;12682;19.99
65710;2012;10;41610;31;266;395;3192;541;762;972;116;76;0.0;2;4;12682;10.73
65857;2012;10;44016;13;251;148;1178;319;874;992;72;42;0.0;2;8;7760;4.16
65867;2012;10;44016;15;251;148;1178;319;874;992;72;42;0.0;2;6;7760;3.56
65884;2012;10;41971;14;141;486;2718;893;1681;1563;187;84;0.0;2;6;15526;17.0
65904;2012;10;41971;25;141;486;2718;893;1681;1563;187;84;0.0;2;8;15526;21.83
66129;2012;10;41777;13;570;720;5597;1271;2662;1309;392;167;0.0;2;8;25446;20.19
66131;2012;10;41777;12;570;720;5597;1271;2662;1309;392;167;0.0;2;6;25446;7.65
66139;2012;10;41777;11;570;720;5597;1271;2662;1309;392;167;0.0;2;8;25446;3.43
66146;2012;10;41777;15;570;720;5597;1271;2662;1309;392;167;0.0;2;6;25446;6.85
66186;2012;10;44814;13;2377;2364;15577;4484;7594;5443;952;476;0.0;2;8;78582;15.93
66190;2012;10;44814;27;2377;2364;15577;4484;7594;5443;952;476;0.0;2;4;78582;7.99
66206;2012;10;44911;11;137;179;1062;529;258;208;214;86;0.0;4;7;5346;28.66
66208;2012;10;44911;12;137;179;1062;529;258;208;214;86;0.0;2;4;5346;18.56
66341;2012;10;42170;25;545;634;5005;1068;2455;1224;554;225;0.0;2;2;23518;14.22
66351;2012;10;45330;65;2289;1248;5924;1487;3121;3532;307;156;0.0;2;8;36258;25.77
66362;2012;10;42080;13;1300;187;1382;174;609;1539;33;14;0.0;2;3;10480;17.15
66388;2012;10;42080;22;1300;187;1382;174;609;1539;33;14;0.0;2;6;10480;17.78
66586;2012;10;40010;12;177;269;3171;391;970;526;106;49;0.0;2;8;11320;0.63
66597;2012;10;40010;14;177;269;3171;391;970;526;106;49;0.0;2;3;11320;23.1
66627;2012;10;45039;13;114;238;922;273;572;542;149;57;0.0;2;6;5746;12.84
66629;2012;10;45039;14;114;238;922;273;572;542;149;57;0.0;2;8;5746;14.31
66636;2012;10;45039;15;114;238;922;273;572;542;149;57;0.0;2;8;5746;15.66
66778;2012;10;42170;13;545;634;5005;1068;2455;1224;554;225;0.0;2;6;23518;23.25
66797;2012;10;42145;12;261;168;792;197;397;1025;35;20;0.0;2;3;5800;17.0
66800;2012;10;42145;22;261;168;792;197;397;1025;35;20;0.0;2;6;5800;24.4
66816;2012;10;42145;14;261;168;792;197;397;1025;35;20;0.0;4;8;5800;2.02
66992;2012;10;40010;25;177;269;3171;391;970;526;106;49;0.0;4;8;11320;21.18
67031;2012;10;40231;40;304;301;2462;382;760;678;217;80;0.0;2;8;10380;21.71
67069;2012;10;45233;22;764;244;1659;453;994;1184;112;75;0.0;2;8;10974;20.12
67074;2012;10;45233;15;764;244;1659;453;994;1184;112;75;0.0;4;8;10974;24.32
67101;2012;10;43273;45;119;345;1880;617;933;427;143;150;0.0;2;8;9236;19.28
67102;2012;10;43273;55;119;345;1880;617;933;427;143;150;0.0;2;6;9236;24.21
67177;2012;10;42196;45;721;1188;8011;1294;2589;1691;276;187;0.0;2;4;31982;22.97
67179;2012;10;42196;40;721;1188;8011;1294;2589;1691;276;187;0.0;2;6;31982;16.51
67229;2012;10;45535;45;8947;14373;66774;29447;44300;23417;7142;4920;0.0;2;8;399384;7.32
67265;2012;10;45535;12;8947;14373;66774;29447;44300;23417;7142;4920;0.0;2;8;399384;9.27
67297;2012;10;41335;45;9533;20989;90147;37143;65212;25358;4388;3802;0.0;2;6;513366;26.45
67444;2012;10;40231;22;304;301;2462;382;760;678;217;80;0.0;2;4;10380;19.02
67476;2012;10;50695;15;484;408;2257;630;1103;1774;163;56;0.0;2;8;13754;32.1
67557;2012;10;48658;10;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;493422;10.16
67626;2012;10;42358;13;732;343;4069;745;1713;1702;174;124;0.0;2;6;19208;0.0
67892;2012;10;40452;14;569;1022;5129;1102;2719;2230;224;67;0.0;2;3;26324;16.42
67919;2012;10;43435;14;167;136;961;205;489;578;57;27;0.0;2;4;5240;21.03
67931;2012;10;43435;45;167;136;961;205;489;578;57;27;0.0;2;8;5240;23.8
67951;2012;10;43478;22;316;164;1663;252;529;691;32;18;0.0;2;3;7330;25.53
67974;2012;10;43478;13;316;164;1663;252;529;691;32;18;0.0;2;3;7330;18.8
68054;2012;10;42358;11;732;343;4069;745;1713;1702;174;124;0.0;2;8;19208;23.41
68096;2012;10;41823;45;307;160;1457;345;721;847;42;30;0.0;2;3;7824;27.99
68297;2012;10;40452;15;569;1022;5129;1102;2719;2230;224;67;0.0;2;3;26324;17.19
68317;2012;10;40452;22;569;1022;5129;1102;2719;2230;224;67;0.0;2;8;26324;2.29
68335;2012;10;40452;13;569;1022;5129;1102;2719;2230;224;67;0.0;2;8;26324;2.42
68391;2012;10;43613;12;468;126;1416;176;667;1176;39;9;0.0;2;6;8170;18.14
68397;2012;10;43613;25;468;126;1416;176;667;1176;39;9;0.0;2;7;8170;18.56
68504;2012;10;41823;12;307;160;1457;345;721;847;42;30;0.0;2;6;7824;15.68
68511;2012;10;41823;40;307;160;1457;345;721;847;42;30;0.0;2;7;7824;0.09
68544;2012;10;45535;40;8947;14373;66774;29447;44300;23417;7142;4920;0.0;2;8;399384;7.66
68729;2012;10;43699;11;124;167;667;125;301;292;17;7;0.0;2;6;3402;22.49
68743;2012;10;43699;15;124;167;667;125;301;292;17;7;0.0;2;6;3402;22.19
68765;2012;10;43770;13;339;469;2575;741;1442;1233;150;76;0.0;2;3;14064;22.7
68850;2012;10;42536;13;1838;897;3555;752;2231;2301;109;61;0.0;2;8;23544;19.63
68859;2012;10;42536;14;1838;897;3555;752;2231;2301;109;61;0.0;2;6;23544;18.31
68873;2012;10;42536;19;1838;897;3555;752;2231;2301;109;61;0.0;2;8;23544;0.2
69019;2012;10;41335;50;9533;20989;90147;37143;65212;25358;4388;3802;0.0;2;7;513366;0.0
69107;2012;10;43770;15;339;469;2575;741;1442;1233;150;76;0.0;2;6;14064;16.71
69139;2012;10;41939;15;356;605;3671;1076;1813;783;283;131;0.0;2;8;17472;1.64
69309;2012;10;45535;21;8947;14373;66774;29447;44300;23417;7142;4920;0.0;2;8;399384;0.18
69483;2012;10;41939;13;356;605;3671;1076;1813;783;283;131;0.0;2;6;17472;18.33
69485;2012;10;41939;43;356;605;3671;1076;1813;783;283;131;0.0;2;8;17472;20.54
69512;2012;10;42250;22;454;549;4001;637;2166;1775;200;123;0.0;2;6;19928;17.03
69590;2012;10;42595;27;2982;552;4213;476;2238;4177;87;54;0.0;2;8;29624;11.56
69593;2012;10;42595;33;2982;552;4213;476;2238;4177;87;54;0.0;2;8;29624;20.3
69893;2012;10;42250;45;454;549;4001;637;2166;1775;200;123;0.0;2;6;19928;23.2
69963;2012;10;42730;45;2514;449;5778;1070;2971;3605;267;143;0.0;2;8;33726;19.23
69990;2012;10;42730;23;2514;449;5778;1070;2971;3605;267;143;0.0;2;8;33726;15.17
70236;2012;10;42439;25;150;270;1613;201;783;956;42;22;0.0;2;6;8078;21.87
70260;2012;10;42439;13;150;270;1613;201;783;956;42;22;0.0;2;4;8078;22.28
70273;2012;10;40061;12;380;172;1519;260;549;1044;34;25;0.0;2;3;7974;17.64
70277;2012;10;40061;13;380;172;1519;260;549;1044;34;25;0.0;2;3;7974;1.77
70280;2012;10;48658;13;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;493422;10.32
70358;2012;10;40673;12;2971;1269;6994;2191;5684;8250;427;188;0.0;2;8;56030;15.74
70420;2012;10;45535;13;8947;14373;66774;29447;44300;23417;7142;4920;0.0;4;8;399384;11.65
70470;2012;10;41696;15;523;223;1621;378;1082;1268;80;34;0.0;2;6;10420;19.26
70474;2012;10;41696;12;523;223;1621;378;1082;1268;80;34;0.0;2;4;10420;18.61
70621;2012;10;40061;45;380;172;1519;260;549;1044;34;25;0.0;2;3;7974;22.2
70646;2012;10;48658;10;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;246711;42.81
70659;2012;10;48658;13;12705;15012;61090;46976;61256;32219;10072;7029;0.0;2;8;246711;33.43
70739;2012;10;40673;13;2971;1269;6994;2191;5684;8250;427;188;0.0;2;8;56030;16.41
70876;2012;10;41718;45;3519;956;9703;1696;5238;4149;353;186;0.0;4;8;51694;12.96
71080;2012;10;40690;50;2223;6791;27696;13873;19297;8931;3211;2665;0.0;2;5;169706;1.22
71081;2012;10;40690;15;2223;6791;27696;13873;19297;8931;3211;2665;0.0;2;8;169706;17.78
71215;2012;10;41718;13;3519;956;9703;1696;5238;4149;353;186;0.0;2;8;51694;21.63
71222;2012;10;41815;12;367;388;3466;493;1207;2342;181;118;0.0;4;6;17182;2.45
71242;2012;10;41815;11;367;388;3466;493;1207;2342;181;118;0.0;2;8;17182;19.43
71255;2012;10;41815;23;367;388;3466;493;1207;2342;181;118;0.0;2;6;17182;17.08
71341;2012;10;42676;16;3926;3714;20549;6624;11584;11125;1689;1186;0.0;2;8;120960;0.2
71369;2012;10;42676;14;3926;3714;20549;6624;11584;11125;1689;1186;0.0;2;8;120960;22.54
71485;2012;10;40690;11;2223;6791;27696;13873;19297;8931;3211;2665;0.0;2;7;169706;19.09
71596;2012;10;40037;13;1321;840;6633;1546;2777;4416;480;212;0.0;2;8;36692;15.16
71611;2012;10;40037;25;1321;840;6633;1546;2777;4416;480;212;0.0;2;8;36692;17.87
71627;2012;10;40037;43;1321;840;6633;1546;2777;4416;480;212;0.0;2;6;36692;5.74
71889;2012;10;40797;13;1931;6700;23031;10303;17352;6590;3074;1563;0.0;2;8;141194;6.24
71968;2012;10;40177;11;2975;761;3805;1130;2406;3047;245;123;0.0;2;4;29066;9.83
72082;2012;10;42676;13;3926;3714;20549;6624;11584;11125;1689;1186;0.0;2;8;120960;1.04
72090;2012;10;42676;45;3926;3714;20549;6624;11584;11125;1689;1186;0.0;2;7;120960;13.99
72241;2012;10;40797;12;1931;6700;23031;10303;17352;6590;3074;1563;0.0;2;8;141194;0.0
72345;2012;10;40177;23;2975;761;3805;1130;2406;3047;245;123;0.0;2;8;29066;18.17
72349;2012;10;40177;65;2975;761;3805;1130;2406;3047;245;123;0.0;2;8;29066;5.88
72363;2012;10;40193;45;2095;662;3205;369;1525;2321;79;27;0.0;2;6;20588;17.2
72382;2012;10;40193;22;2095;662;3205;369;1525;2321;79;27;0.0;2;4;20588;13.81
72582;2012;10;40797;33;1931;6700;23031;10303;17352;6590;3074;1563;0.0;2;6;141194;0.47
72617;2012;10;40797;22;1931;6700;23031;10303;17352;6590;3074;1563;0.0;2;8;141194;16.44
72714;2012;10;40193;13;2095;662;3205;369;1525;2321;79;27;0.0;2;8;20588;4.99
72740;2012;10;40290;13;1397;2219;10478;3300;5848;2928;1045;721;0.0;4;8;56922;1.95
72983;2012;10;40916;45;379;1027;4311;1057;2069;1553;251;139;0.0;2;6;21592;18.93
72991;2012;10;40916;13;379;1027;4311;1057;2069;1553;251;139;0.0;2;8;21592;5.76
73084;2012;10;40290;15;1397;2219;10478;3300;5848;2928;1045;721;0.0;2;8;56922;9.86
73092;2012;10;40290;40;1397;2219;10478;3300;5848;2928;1045;721;0.0;2;8;56922;21.32
73356;2012;10;40916;15;379;1027;4311;1057;2069;1553;251;139;0.0;2;8;21592;18.04
73380;2012;10;41491;15;213;278;2780;554;1083;524;138;65;0.0;2;6;11348;24.08
73485;2012;10;40290;10;1397;2219;10478;3300;5848;2928;1045;721;0.0;2;4;56922;4.87
73707;2012;10;41491;25;213;278;2780;554;1083;524;138;65;0.0;4;6;11348;18.53
73751;2012;10;41513;15;222;264;1226;240;626;541;76;36;0.0;2;8;6476;22.81
73836;2012;10;40002;12;303;351;2179;411;928;710;77;35;0.0;4;8;10006;17.25
73837;2012;10;40002;10;303;351;2179;411;928;710;77;35;0.0;2;6;10006;1.28
73853;2012;10;40002;13;303;351;2179;411;928;710;77;35;0.0;2;3;10006;23.78
73971;2012;10;42714;13;270;252;1432;438;1032;1338;93;66;0.0;2;7;9858;23.24
73983;2012;10;42714;45;270;252;1432;438;1032;1338;93;66;0.0;2;8;9858;19.29
74008;2012;10;40711;15;90;138;1247;224;586;302;61;25;0.0;2;8;5482;19.52
74073;2012;10;41513;45;222;264;1226;240;626;541;76;36;0.0;2;6;6476;19.61
74201;2012;10;40495;45;297;233;1785;368;722;1014;64;45;0.0;2;3;9064;22.94
