ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
4475;2008;2;28312;14;1776;937;141;1898;252;670;1729;64;44;50825.93;4.0;2;6
4476;2008;2;28312;40;2990;937;141;1898;252;670;1729;64;44;62101.8;1.0;2;8
4518;2008;2;28339;45;14819;4677;1240;13169;2598;6398;8414;875;522;523299.24;1.0;2;8
4519;2008;2;28339;12;14386;4677;1240;13169;2598;6398;8414;875;522;446301.85;4.0;2;8
4611;2008;2;28355;40;5000;2322;348;4541;507;1321;3103;113;86;83500.0;1.0;2;7
4612;2008;2;28355;14;4284;2322;348;4541;507;1321;3103;113;86;121787.34;4.0;2;8
4656;2008;2;28371;15;8530;4400;1140;8849;1207;3161;5669;183;100;97463.35;4.0;2;8
4657;2008;2;28371;70;9871;4400;1140;8849;1207;3161;5669;183;100;240920.74;1.0;2;8
4720;2008;2;28398;40;1334;601;70;699;89;167;721;18;2;0.0;1.0;2;8
4721;2008;2;28398;14;598;601;70;699;89;167;721;18;2;17589.0;4.0;2;6
4722;2008;2;28398;40;1334;601;70;699;89;167;721;18;2;20000.0;10.0;2;3
4743;2008;2;28410;40;4;2303;435;3675;571;1020;3863;127;73;0.0;4.0;2;6
4744;2008;2;28410;13;4415;2303;435;3675;571;1020;3863;127;73;14900.0;4.0;2;8
4745;2008;2;28410;50;179;2303;435;3675;571;1020;3863;127;73;0.0;4.0;2;4
4746;2008;2;28410;15;5471;2303;435;3675;571;1020;3863;127;73;151515.97;1.0;4;8
4797;2008;2;28452;19;17;5320;356;7102;711;1905;3753;115;102;0.0;4.0;2;8
4798;2008;2;28452;14;5377;5320;356;7102;711;1905;3753;115;102;92152.1;4.0;2;8
4799;2008;2;28452;25;595;5320;356;7102;711;1905;3753;115;102;0.0;4.0;2;4
4800;2008;2;28452;15;8267;5320;356;7102;711;1905;3753;115;102;130828.0;1.0;2;7
4878;2008;2;28479;12;2432;1188;294;2347;376;642;1440;94;60;30075.5;1.0;2;5
4879;2008;2;28479;12;2437;1188;294;2347;376;642;1440;94;60;0.0;4.0;2;5
4880;2008;2;28479;14;2487;1188;294;2347;376;642;1440;94;60;0.0;1.0;2;7
4909;2008;2;28495;65;4892;2150;252;3411;344;1042;6148;47;57;21553.42;1.0;2;6
4910;2008;2;28495;65;5044;2150;252;3411;344;1042;6148;47;57;0.0;4.0;2;6
4911;2008;2;28495;14;5083;2150;252;3411;344;1042;6148;47;57;0.0;1.0;4;8
4945;2008;2;28436;15;2210;2423;246;2657;184;590;3674;29;21;88324.0;4.0;4;6
4946;2008;2;28436;43;12;2423;246;2657;184;590;3674;29;21;597.25;4.0;2;8
4947;2008;2;28436;20;3799;2423;246;2657;184;590;3674;29;21;49484.0;1.0;2;8
4948;2008;2;28436;13;1506;2423;246;2657;184;590;3674;29;21;28400.0;4.0;2;7
4977;2008;2;28274;14;5776;2621;491;4905;997;2112;6002;120;75;81980.3;4.0;2;8
4978;2008;2;28274;10;15;2621;491;4905;997;2112;6002;120;75;1268.0;4.0;2;6
4979;2008;2;28274;45;6140;2621;491;4905;997;2112;6002;120;75;60600.0;1.0;2;8
4980;2008;2;28274;22;1364;2621;491;4905;997;2112;6002;120;75;27078.89;4.0;2;8
5041;2008;2;28517;44;900;2079;278;3511;298;737;1970;116;60;35.0;4.0;2;3
5042;2008;2;28517;15;4798;2079;278;3511;298;737;1970;116;60;163774.2;1.0;2;8
5043;2008;2;28517;28;1430;2079;278;3511;298;737;1970;116;60;11670.21;11.0;2;4
5097;2008;2;28533;20;3344;5800;5600;17024;3966;6424;8740;362;293;65400.0;4.0;4;8
5098;2008;2;28533;14;7894;5800;5600;17024;3966;6424;8740;362;293;48929.14;4.0;2;8
5099;2008;2;28533;25;10013;5800;5600;17024;3966;6424;8740;362;293;39405.2;4.0;2;8
5100;2008;2;28533;21;529;5800;5600;17024;3966;6424;8740;362;293;12382.0;4.0;2;6
5101;2008;2;28533;40;14026;5800;5600;17024;3966;6424;8740;362;293;108359.37;1.0;2;6
5220;2008;2;28550;45;1683;1699;123;1703;77;260;917;21;20;15622.2;1.0;2;7
5221;2008;2;28550;70;90;1699;123;1703;77;260;917;21;20;0.0;4.0;4;4
5247;2008;2;28576;14;2224;769;485;1964;306;559;1177;63;59;24885.2;10.0;2;6
5248;2008;2;28576;15;1818;769;485;1964;306;559;1177;63;59;33390.0;4.0;4;8
5249;2008;2;28576;13;290;769;485;1964;306;559;1177;63;59;200.0;4.0;2;6
5250;2008;2;28576;33;2224;769;485;1964;306;559;1177;63;59;0.0;1.0;4;7
5303;2008;2;28592;14;10128;4473;898;7127;1491;3101;11417;260;190;128511.77;1.0;4;8
5304;2008;2;28592;11;4796;4473;898;7127;1491;3101;11417;260;190;10800.0;4.0;2;8
5305;2008;2;28592;43;6014;4473;898;7127;1491;3101;11417;260;190;32124.9;4.0;2;8
5306;2008;2;28592;21;378;4473;898;7127;1491;3101;11417;260;190;2381.0;4.0;2;6
5363;2008;2;28614;20;3141;2074;201;2347;257;642;2143;21;31;49921.32;1.0;2;2
5364;2008;2;28614;15;2600;2074;201;2347;257;642;2143;21;31;0.0;4.0;2;6
5365;2008;2;28614;13;168;2074;201;2347;257;642;2143;21;31;7415.87;4.0;4;8
5366;2008;2;28614;11;2600;2074;201;2347;257;642;2143;21;31;52368.6;10.0;2;3
5407;2008;2;28770;45;3187;1002;989;3043;737;1239;1953;57;69;49000.0;4.0;2;6
5408;2008;2;28770;65;3735;1002;989;3043;737;1239;1953;57;69;44518.15;1.0;2;8
5467;2008;2;28916;25;2410;1646;200;2006;143;493;3291;9;17;33200.0;4.0;2;5
5468;2008;2;28916;13;26;1646;200;2006;143;493;3291;9;17;0.0;4.0;2;4
5469;2008;2;28916;20;3466;1646;200;2006;143;493;3291;9;17;147568.3;1.0;2;4
5504;2008;2;28630;70;1912;891;161;1956;189;552;1365;28;13;44337.95;4.0;2;8
5505;2008;2;28630;45;2323;891;161;1956;189;552;1365;28;13;17209.87;1.0;2;4
5532;2008;2;28657;11;6244;3841;443;5485;658;1508;2958;96;92;0.0;1.0;2;5
5533;2008;2;28657;14;5869;3841;443;5485;658;1508;2958;96;92;0.0;4.0;2;6
5585;2008;2;28673;45;7476;4638;454;4466;485;1541;7368;36;32;70058.6;1.0;2;8
5586;2008;2;28673;11;459;4638;454;4466;485;1541;7368;36;32;3400.0;4.0;2;6
5587;2008;2;28673;33;5917;4638;454;4466;485;1541;7368;36;32;146727.5;4.0;2;6
5669;2008;2;28690;15;8116;5583;895;6226;695;1617;6679;94;77;366250.0;4.0;2;6
5670;2008;2;28690;11;8164;5583;895;6226;695;1617;6679;94;77;116753.19;1.0;2;6
5671;2008;2;28690;13;310;5583;895;6226;695;1617;6679;94;77;5493.7;4.0;2;6
5672;2008;2;28711;10;175;6034;1576;13842;2286;4682;5145;311;289;0.0;4.0;2;8
5673;2008;2;28711;40;12016;6034;1576;13842;2286;4682;5145;311;289;234125.21;4.0;2;5
5674;2008;2;28711;45;1293;6034;1576;13842;2286;4682;5145;311;289;45999.7;4.0;2;8
5675;2008;2;28711;15;13683;6034;1576;13842;2286;4682;5145;311;289;957382.55;1.0;4;7
5676;2008;2;28711;19;286;6034;1576;13842;2286;4682;5145;311;289;23583.93;4.0;2;8
5761;2008;2;28738;33;760;780;344;2129;427;709;1286;101;65;5793.45;4.0;2;4
5762;2008;2;28738;14;1435;780;344;2129;427;709;1286;101;65;37569.5;4.0;4;6
5763;2008;2;28738;23;1083;780;344;2129;427;709;1286;101;65;16055.78;4.0;4;8
5764;2008;2;28738;45;1504;780;344;2129;427;709;1286;101;65;16051.75;1.0;2;6
5765;2008;2;28738;11;110;780;344;2129;427;709;1286;101;65;0.0;4.0;4;6
5766;2008;2;28738;20;28;780;344;2129;427;709;1286;101;65;3000.0;4.0;2;8
5862;2008;2;28754;43;1932;4771;542;7045;493;1385;8295;77;59;27994.0;4.0;2;8
5863;2008;2;28754;20;6086;4771;542;7045;493;1385;8295;77;59;69632.0;4.0;2;7
5864;2008;2;28754;11;8931;4771;542;7045;493;1385;8295;77;59;171480.62;1.0;2;8
5931;2008;2;28797;11;1673;1050;93;1210;117;397;1060;26;13;65682.46;10.0;2;8
5932;2008;2;28797;23;1787;1050;93;1210;117;397;1060;26;13;0.0;1.0;2;8
5933;2008;2;28797;23;1660;1050;93;1210;117;397;1060;26;13;37300.0;4.0;2;8
5934;2008;2;28797;11;1673;1050;93;1210;117;397;1060;26;13;0.0;1.0;4;6
5935;2008;2;28797;11;1593;1050;93;1210;117;397;1060;26;13;0.0;4.0;2;6
5975;2008;2;28819;15;5579;3460;227;4011;318;988;4061;40;35;158100.0;1.0;2;8
6019;2008;2;28932;45;13276;6047;799;9040;897;2857;9153;71;79;280797.51;1.0;2;6
6020;2008;2;28932;13;6776;6047;799;9040;897;2857;9153;71;79;0.0;4.0;4;8
6021;2008;2;28932;13;6776;6047;799;9040;897;2857;9153;71;79;52005.45;10.0;2;7
6071;2008;2;28835;15;5351;3993;478;4461;507;1338;7247;68;54;49640.0;4.0;4;8
6072;2008;2;28835;14;7724;3993;478;4461;507;1338;7247;68;54;55876.04;1.0;2;8
6110;2008;2;28851;11;13525;9376;1450;12150;2244;4267;10490;310;246;205916.38;4.0;2;8
6111;2008;2;28851;14;15265;9376;1450;12150;2244;4267;10490;310;246;100398.52;1.0;2;8
6112;2008;2;28851;50;525;9376;1450;12150;2244;4267;10490;310;246;1180.0;4.0;4;8
6184;2008;2;28878;20;194;4728;483;7169;893;2231;3321;180;145;13815.0;4.0;4;8
6185;2008;2;28878;14;7269;4728;483;7169;893;2231;3321;180;145;157030.21;1.0;2;6
6186;2008;2;28878;70;5885;4728;483;7169;893;2231;3321;180;145;189600.0;4.0;2;6
6187;2008;2;28878;12;917;4728;483;7169;893;2231;3321;180;145;8872.0;4.0;2;8
6240;2008;2;27014;33;967;3380;238;4463;470;1176;4384;56;36;23022.02;4.0;2;8
6241;2008;2;27014;40;1831;3380;238;4463;470;1176;4384;56;36;0.0;4.0;2;8
6242;2008;2;27014;45;3536;3380;238;4463;470;1176;4384;56;36;36295.9;4.0;2;8
6243;2008;2;27014;15;3681;3380;238;4463;470;1176;4384;56;36;74598.09;1.0;2;4
0;2008;3;2895;15;2417;1099;206;2974;175;515;2686;32;20;0.0;1.0;0;0
1;2008;3;2895;22;2213;1099;206;2974;175;515;2686;32;20;0.0;4.0;2;2
80;2008;3;2917;22;1270;974;116;1236;133;364;1223;20;7;0.0;4.0;2;3
81;2008;3;2917;23;274;974;116;1236;133;364;1223;20;7;0.0;4.0;2;8
82;2008;3;2917;13;1671;974;116;1236;133;364;1223;20;7;0.0;1.0;2;8
143;2008;3;2933;15;1872;845;266;1916;283;599;1927;27;13;0.0;4.0;4;5
144;2008;3;2933;15;2011;845;266;1916;283;599;1927;27;13;0.0;4.0;4;3
145;2008;3;2933;43;128;845;266;1916;283;599;1927;27;13;0.0;4.0;2;2
146;2008;3;2933;31;2584;845;266;1916;283;599;1927;27;13;0.0;1.0;2;6
147;2008;3;2933;65;2472;845;266;1916;283;599;1927;27;13;0.0;1.0;2;7
148;2008;3;2933;65;2584;845;266;1916;283;599;1927;27;13;0.0;10.0;4;7
197;2008;3;2038;15;1629;1019;280;3069;505;1019;2224;38;21;0.0;4.0;2;7
198;2008;3;2038;33;1655;1019;280;3069;505;1019;2224;38;21;0.0;4.0;2;6
199;2008;3;2038;13;138;1019;280;3069;505;1019;2224;38;21;0.0;4.0;2;6
200;2008;3;2038;45;3339;1019;280;3069;505;1019;2224;38;21;0.0;1.0;4;6
248;2008;3;2003;13;763;1389;696;2862;422;768;2211;71;45;0.0;4.0;2;4
249;2008;3;2003;40;3346;1389;696;2862;422;768;2211;71;45;0.0;1.0;2;6
250;2008;3;2003;15;2183;1389;696;2862;422;768;2211;71;45;0.0;4.0;2;6
291;2008;3;2054;11;1582;1174;103;1351;187;290;1293;31;23;0.0;1.0;4;7
292;2008;3;2054;28;1382;1174;103;1351;187;290;1293;31;23;0.0;4.0;2;3
293;2008;3;2054;13;472;1174;103;1351;187;290;1293;31;23;0.0;4.0;2;8
348;2008;3;2070;14;2274;2250;926;5019;929;1647;6221;144;70;0.0;4.0;2;8
349;2008;3;2070;22;4755;2250;926;5019;929;1647;6221;144;70;0.0;4.0;2;6
350;2008;3;2070;15;6174;2250;926;5019;929;1647;6221;144;70;0.0;1.0;2;8
431;2008;3;2097;15;3005;994;412;3400;473;942;1281;53;37;0.0;1.0;2;6
432;2008;3;2097;14;2981;994;412;3400;473;942;1281;53;37;0.0;4.0;2;8
497;2008;3;2119;65;1383;1289;717;6075;463;1716;4119;43;30;0.0;4.0;4;8
498;2008;3;2119;13;1255;1289;717;6075;463;1716;4119;43;30;0.0;4.0;2;8
499;2008;3;2119;33;3666;1289;717;6075;463;1716;4119;43;30;0.0;1.0;2;3
500;2008;3;2119;23;2503;1289;717;6075;463;1716;4119;43;30;0.0;4.0;2;8
501;2008;3;2119;45;2270;1289;717;6075;463;1716;4119;43;30;0.0;4.0;2;8
589;2008;3;2135;13;284;3415;293;4166;500;1484;5030;53;36;0.0;4.0;2;8
590;2008;3;2135;11;3983;3415;293;4166;500;1484;5030;53;36;0.0;4.0;4;7
591;2008;3;2135;22;7284;3415;293;4166;500;1484;5030;53;36;0.0;1.0;2;6
665;2008;3;2950;13;1723;1556;145;1571;261;418;3504;34;15;0.0;4.0;2;8
666;2008;3;2950;11;2135;1556;145;1571;261;418;3504;34;15;0.0;1.0;2;3
667;2008;3;2950;15;1200;1556;145;1571;261;418;3504;34;15;0.0;4.0;2;6
764;2008;3;2976;13;1580;640;543;3206;397;897;2773;41;29;0.0;4.0;2;4
765;2008;3;2976;22;1644;640;543;3206;397;897;2773;41;29;0.0;4.0;2;8
766;2008;3;2976;20;1769;640;543;3206;397;897;2773;41;29;0.0;1.0;2;6
767;2008;3;2976;23;841;640;543;3206;397;897;2773;41;29;0.0;4.0;4;8
768;2008;3;2976;15;1071;640;543;3206;397;897;2773;41;29;0.0;4.0;4;6
856;2008;3;2151;22;7186;4190;559;4664;558;1819;5034;78;42;0.0;1.0;4;3
857;2008;3;2151;15;5705;4190;559;4664;558;1819;5034;78;42;0.0;4.0;2;8
858;2008;3;2151;44;100;4190;559;4664;558;1819;5034;78;42;0.0;4.0;2;2
915;2008;3;2178;23;4019;2265;549;6413;781;1590;4921;103;61;0.0;4.0;2;6
916;2008;3;2178;15;7660;2265;549;6413;781;1590;4921;103;61;0.0;1.0;2;4
917;2008;3;2178;25;574;2265;549;6413;781;1590;4921;103;61;0.0;4.0;2;6
918;2008;3;2178;40;478;2265;549;6413;781;1590;4921;103;61;0.0;4.0;2;3
1029;2008;3;2992;15;2746;1021;336;2663;353;533;1404;46;24;0.0;1.0;2;3
1030;2008;3;2992;43;2144;1021;336;2663;353;533;1404;46;24;0.0;4.0;2;5
1068;2008;3;2194;15;2065;1434;296;2012;194;450;1676;20;44;0.0;4.0;2;6
1069;2008;3;2194;11;2494;1434;296;2012;194;450;1676;20;44;0.0;1.0;2;4
1106;2008;3;2216;33;6170;5404;531;4847;262;757;3603;27;19;0.0;1.0;2;6
1107;2008;3;2216;14;4606;5404;531;4847;262;757;3603;27;19;0.0;4.0;2;6
1108;2008;3;2216;31;21;5404;531;4847;262;757;3603;27;19;0.0;4.0;2;7
1161;2008;3;2232;25;4656;1922;987;6994;895;1119;5140;86;65;0.0;1.0;2;7
1162;2008;3;2232;50;143;1922;987;6994;895;1119;5140;86;65;0.0;4.0;2;8
1163;2008;3;2232;70;3532;1922;987;6994;895;1119;5140;86;65;0.0;4.0;2;3
1164;2008;3;2232;13;792;1922;987;6994;895;1119;5140;86;65;0.0;4.0;4;4
1273;2008;3;2046;17;2131;1690;490;3885;584;1227;5415;72;49;0.0;4.0;4;8
1274;2008;3;2046;15;3445;1690;490;3885;584;1227;5415;72;49;0.0;1.0;2;8
1275;2008;3;2046;40;2129;1690;490;3885;584;1227;5415;72;49;0.0;4.0;2;8
1276;2008;3;2046;12;2556;1690;490;3885;584;1227;5415;72;49;0.0;4.0;2;6
1277;2008;3;2046;11;319;1690;490;3885;584;1227;5415;72;49;0.0;4.0;2;8
1361;2008;3;2259;33;16256;6185;1695;16049;2265;4424;9176;345;266;0.0;1.0;2;6
1362;2008;3;2259;33;14428;6185;1695;16049;2265;4424;9176;345;266;0.0;4.0;2;6
1363;2008;3;2259;12;258;6185;1695;16049;2265;4424;9176;345;266;0.0;4.0;2;3
1364;2008;3;2259;11;17314;6185;1695;16049;2265;4424;9176;345;266;0.0;1.0;2;6
1452;2008;3;2275;15;4511;2231;498;3841;398;1197;4290;83;55;0.0;1.0;2;6
1453;2008;3;2275;40;4444;2231;498;3841;398;1197;4290;83;55;0.0;4.0;2;7
1454;2008;3;2275;13;287;2231;498;3841;398;1197;4290;83;55;0.0;4.0;2;8
1455;2008;3;2275;50;357;2231;498;3841;398;1197;4290;83;55;0.0;4.0;2;6
1535;2008;3;2291;13;767;6489;814;4758;364;1418;3651;53;28;0.0;4.0;2;4
1536;2008;3;2291;15;4543;6489;814;4758;364;1418;3651;53;28;0.0;1.0;2;7
1537;2008;3;2291;45;3134;6489;814;4758;364;1418;3651;53;28;0.0;4.0;2;8
1601;2008;3;2313;15;2910;4013;394;2075;305;439;2079;28;15;0.0;4.0;2;8
1602;2008;3;2313;40;12;4013;394;2075;305;439;2079;28;15;0.0;4.0;2;6
1603;2008;3;2313;23;3673;4013;394;2075;305;439;2079;28;15;0.0;1.0;2;7
1693;2008;3;2330;15;3830;2095;279;2969;386;844;5272;57;53;0.0;1.0;2;2
1694;2008;3;2330;65;2022;2095;279;2969;386;844;5272;57;53;0.0;4.0;2;6
1695;2008;3;2330;25;3166;2095;279;2969;386;844;5272;57;53;0.0;4.0;2;8
1696;2008;3;2330;44;228;2095;279;2969;386;844;5272;57;53;0.0;4.0;2;5
1800;2008;3;2020;15;3174;2973;222;1907;188;381;2226;25;20;0.0;1.0;2;3
1801;2008;3;2020;65;2212;2973;222;1907;188;381;2226;25;20;0.0;4.0;2;3
1831;2008;3;2356;15;9962;2580;1095;7480;1516;2892;6783;261;147;0.0;1.0;2;8
1832;2008;3;2356;13;294;2580;1095;7480;1516;2892;6783;261;147;0.0;4.0;4;8
1833;2008;3;2356;40;1249;2580;1095;7480;1516;2892;6783;261;147;0.0;4.0;2;8
1834;2008;3;2356;21;65;2580;1095;7480;1516;2892;6783;261;147;0.0;4.0;2;3
1835;2008;3;2356;17;6704;2580;1095;7480;1516;2892;6783;261;147;0.0;4.0;2;6
1924;2008;3;2399;15;2806;3490;239;1960;145;445;2161;25;25;0.0;4.0;2;6
1925;2008;3;2399;25;3415;3490;239;1960;145;445;2161;25;25;0.0;1.0;4;4
1926;2008;3;2399;25;3415;3490;239;1960;145;445;2161;25;25;0.0;10.0;2;6
1927;2008;3;2399;28;15;3490;239;1960;145;445;2161;25;25;0.0;4.0;2;6
1968;2008;3;98353;22;6488;1454;1570;9048;1877;2245;5259;213;217;0.0;4.0;2;3
1969;2008;3;98353;14;769;1454;1570;9048;1877;2245;5259;213;217;0.0;4.0;2;8
1970;2008;3;98353;43;3719;1454;1570;9048;1877;2245;5259;213;217;0.0;4.0;2;4
1971;2008;3;98353;15;6990;1454;1570;9048;1877;2245;5259;213;217;0.0;1.0;2;8
2069;2008;3;2410;22;12351;2995;2338;23406;4809;7385;11982;480;416;0.0;4.0;2;7
2070;2008;3;2410;15;11580;2995;2338;23406;4809;7385;11982;480;416;0.0;4.0;2;8
2071;2008;3;2410;13;17315;2995;2338;23406;4809;7385;11982;480;416;0.0;1.0;2;3
2201;2008;3;98370;11;1684;2180;137;1268;97;164;978;13;11;0.0;4.0;2;6
2202;2008;3;98370;31;25;2180;137;1268;97;164;978;13;11;0.0;4.0;2;3
2203;2008;3;98370;15;2019;2180;137;1268;97;164;978;13;11;0.0;1.0;2;6
2252;2008;3;2437;15;2276;216;393;2565;415;840;951;35;33;0.0;1.0;2;7
2253;2008;3;2437;44;2269;216;393;2565;415;840;951;35;33;0.0;4.0;2;2
2309;2008;3;2453;15;473;597;136;1255;109;129;575;25;10;0.0;4.0;4;8
2310;2008;3;2453;15;492;597;136;1255;109;129;575;25;10;0.0;1.0;4;8
2311;2008;3;2453;65;1505;597;136;1255;109;129;575;25;10;0.0;1.0;2;4
2312;2008;3;2453;65;11;597;136;1255;109;129;575;25;10;0.0;4.0;2;4
2313;2008;3;2453;25;29;597;136;1255;109;129;575;25;10;0.0;4.0;2;4
2365;2008;3;2470;15;1942;2174;149;1325;123;195;1583;32;16;0.0;1.0;2;6
2366;2008;3;2470;14;1887;2174;149;1325;123;195;1583;32;16;0.0;4.0;2;6
2367;2008;3;2470;10;254;2174;149;1325;123;195;1583;32;16;0.0;4.0;2;5
2416;2008;3;2496;22;3310;2205;229;3692;208;518;2319;35;42;0.0;1.0;2;6
2417;2008;3;2496;12;2516;2205;229;3692;208;518;2319;35;42;0.0;4.0;4;5
2418;2008;3;2496;10;506;2205;229;3692;208;518;2319;35;42;0.0;4.0;2;4
2419;2008;3;2496;43;872;2205;229;3692;208;518;2319;35;42;0.0;4.0;2;6
2511;2008;3;2518;12;3070;5941;688;5648;813;1808;4241;130;61;0.0;4.0;2;3
2512;2008;3;2518;13;1963;5941;688;5648;813;1808;4241;130;61;0.0;4.0;2;6
2513;2008;3;2518;25;296;5941;688;5648;813;1808;4241;130;61;0.0;4.0;4;4
2514;2008;3;2518;15;8002;5941;688;5648;813;1808;4241;130;61;0.0;1.0;2;5
2587;2008;3;2534;11;662;6102;2185;20436;3528;7320;13548;324;267;0.0;4.0;2;8
2588;2008;3;2534;15;19153;6102;2185;20436;3528;7320;13548;324;267;0.0;1.0;2;8
2589;2008;3;2534;43;18794;6102;2185;20436;3528;7320;13548;324;267;0.0;4.0;2;7
2590;2008;3;2534;13;2892;6102;2185;20436;3528;7320;13548;324;267;0.0;4.0;2;6
2742;2008;3;98396;28;3623;830;512;4185;516;827;3476;41;33;0.0;4.0;2;3
2743;2008;3;98396;15;4874;830;512;4185;516;827;3476;41;33;0.0;1.0;2;5
2744;2008;3;98396;11;192;830;512;4185;516;827;3476;41;33;0.0;4.0;2;3
2834;2008;3;2550;14;402717;20548;89924;394373;171742;227606;100807;25990;25185;0.0;6.0;2;8
2835;2008;3;2550;50;1730;20548;89924;394373;171742;227606;100807;25990;25185;0.0;4.0;2;8
2836;2008;3;2550;21;2051;20548;89924;394373;171742;227606;100807;25990;25185;0.0;4.0;2;5
2837;2008;3;2550;33;153071;20548;89924;394373;171742;227606;100807;25990;25185;0.0;4.0;2;8
2838;2008;3;2550;13;111536;20548;89924;394373;171742;227606;100807;25990;25185;0.0;4.0;2;8
2839;2008;3;2550;40;200423;20548;89924;394373;171742;227606;100807;25990;25185;0.0;6.0;2;8
12474;2008;3;2577;33;1304;3425;497;9815;846;2055;4706;101;106;0.0;4.0;2;6
12475;2008;3;2577;10;36;3425;497;9815;846;2055;4706;101;106;0.0;4.0;4;6
12476;2008;3;2577;15;5914;3425;497;9815;846;2055;4706;101;106;0.0;1.0;2;6
12477;2008;3;2577;40;4060;3425;497;9815;846;2055;4706;101;106;0.0;4.0;2;6
12478;2008;3;2577;25;4730;3425;497;9815;846;2055;4706;101;106;0.0;4.0;2;6
12564;2008;3;2593;15;2473;1600;243;2323;262;377;2255;24;24;0.0;4.0;2;3
12565;2008;3;2593;14;2685;1600;243;2323;262;377;2255;24;24;0.0;1.0;2;6
12566;2008;3;2593;45;59;1600;243;2323;262;377;2255;24;24;0.0;4.0;2;6
12567;2008;3;2593;65;169;1600;243;2323;262;377;2255;24;24;0.0;4.0;2;2
12643;2008;3;2615;15;9170;2247;1417;11855;1556;3101;5838;180;76;0.0;4.0;2;6
12644;2008;3;2615;22;10874;2247;1417;11855;1556;3101;5838;180;76;0.0;1.0;2;6
12739;2008;3;2631;15;3648;1075;965;3519;663;1566;3387;38;22;0.0;4.0;2;6
12740;2008;3;2631;23;1541;1075;965;3519;663;1566;3387;38;22;0.0;4.0;2;6
12741;2008;3;2631;45;3667;1075;965;3519;663;1566;3387;38;22;0.0;1.0;2;4
12796;2008;3;2658;15;4902;1588;507;4284;528;1158;4745;79;58;0.0;1.0;2;8
12797;2008;3;2658;13;1782;1588;507;4284;528;1158;4745;79;58;0.0;4.0;2;6
12886;2008;3;2011;13;911;502;203;2733;370;711;1150;70;38;0.0;4.0;4;8
12887;2008;3;2011;10;112;502;203;2733;370;711;1150;70;38;0.0;4.0;2;6
12888;2008;3;2011;27;2086;502;203;2733;370;711;1150;70;38;0.0;1.0;2;4
12889;2008;3;2011;45;1978;502;203;2733;370;711;1150;70;38;0.0;4.0;2;7
12890;2008;3;2674;12;1143;1756;485;3470;477;909;3057;54;50;0.0;4.0;2;8
12891;2008;3;2674;20;1808;1756;485;3470;477;909;3057;54;50;0.0;1.0;2;4
12892;2008;3;2674;40;1675;1756;485;3470;477;909;3057;54;50;0.0;4.0;2;6
12972;2008;3;2690;50;621;1912;3577;19414;4489;11338;11966;581;389;0.0;4.0;4;7
12973;2008;3;2690;70;6299;1912;3577;19414;4489;11338;11966;581;389;0.0;4.0;2;8
12974;2008;3;2690;45;20304;1912;3577;19414;4489;11338;11966;581;389;0.0;1.0;2;6
12975;2008;3;2690;15;13386;1912;3577;19414;4489;11338;11966;581;389;0.0;4.0;2;8
12976;2008;3;2690;27;143;1912;3577;19414;4489;11338;11966;581;389;0.0;4.0;2;5
13087;2008;3;2712;28;261;2885;169;1781;137;316;2845;37;17;0.0;4.0;2;2
13088;2008;3;2712;65;39;2885;169;1781;137;316;2845;37;17;0.0;4.0;4;8
13089;2008;3;2712;15;2955;2885;169;1781;137;316;2845;37;17;0.0;1.0;4;4
13090;2008;3;2712;11;2663;2885;169;1781;137;316;2845;37;17;0.0;4.0;2;6
13136;2008;3;98418;15;2364;448;1149;5002;1712;1400;1662;256;190;0.0;4.0;2;8
13137;2008;3;98418;22;4000;448;1149;5002;1712;1400;1662;256;190;0.0;1.0;2;8
13138;2008;3;98418;43;534;448;1149;5002;1712;1400;1662;256;190;0.0;4.0;4;6
13139;2008;3;98418;10;127;448;1149;5002;1712;1400;1662;256;190;0.0;4.0;2;6
13140;2008;3;98418;50;26;448;1149;5002;1712;1400;1662;256;190;0.0;4.0;2;3
13141;2008;3;98418;23;3307;448;1149;5002;1712;1400;1662;256;190;0.0;4.0;2;6
13219;2008;3;98434;25;1935;535;717;4399;936;1279;1601;155;111;0.0;4.0;2;4
13220;2008;3;98434;23;4643;535;717;4399;936;1279;1601;155;111;0.0;1.0;2;7
13221;2008;3;98434;13;1571;535;717;4399;936;1279;1601;155;111;0.0;4.0;2;8
13308;2008;3;2372;13;214;1256;437;1761;501;494;940;66;15;0.0;4.0;2;8
13309;2008;3;2372;22;1750;1256;437;1761;501;494;940;66;15;0.0;1.0;4;7
13310;2008;3;2372;23;1723;1256;437;1761;501;494;940;66;15;0.0;4.0;2;7
13347;2008;3;2739;15;3641;2072;254;4136;284;728;2495;32;21;0.0;4.0;2;3
13348;2008;3;2739;13;4550;2072;254;4136;284;728;2495;32;21;0.0;1.0;2;6
13484;2008;3;2836;13;6366;3952;1593;6532;1631;2370;4696;252;135;0.0;1.0;2;6
